Group,HCT116,RH4
Prom1,0.9036,-0.3550
Prom1,-0.5522,-0.5179
Prom1,-1.2714,0.4874
Prom1,0.1264,-0.7303
Prom1,-0.6921,-0.7937
Prom1,-1.0408,-0.7596
Prom1,-0.3883,-0.8576
Prom1,-0.9351,-0.3959
Prom1,-0.8005,-0.4957
Prom1,0.5586,-0.8448
Prom1,-0.8076,-0.7687
Prom1,-0.7204,-0.5979
Prom1,-0.4226,0.5659
Prom1,-0.5176,-0.7952
Prom1,-0.5014,-0.9580
Prom1,0.1473,-0.5199
Prom1,0.1317,-0.3744
Prom1,-0.5059,-0.4167
Prom1,-0.5443,-0.2882
Prom1,-0.5968,-0.7136
Prom1,-0.1749,-0.7728
Prom1,0.7934,0.0455
Prom1,-0.3744,-0.9024
Prom1,-0.8941,-0.4343
Prom1,-0.111,-0.5892
Prom1,-0.5285,0.9253
Prom1,-0.4689,-0.9528
Prom1,-0.5581,-1.1596
Prom1,-0.5037,-0.8122
Prom1,-0.5947,-0.4469
Prom1,-0.4174,-0.8551
Prom1,0.3428,-0.1681
Prom1,-0.6639,-0.4686
Prom1,-0.4101,-1.0614
Prom1,-0.3927,-0.9783
Prom1,-0.2756,1.7459
Prom1,-0.5213,-0.7263
Prom1,-0.4013,-0.6108
Prom1,-0.3835,-0.4112
Prom1,-1.1315,-0.9873
Prom1,-0.2537,0.1740
Prom1,0.0818,-0.7757
Prom1,-0.8452,-0.6058
Prom1,-0.8573,-0.5124
Prom1,-0.6358,-0.3730
Prom1,-0.9764,-0.7739
Prom1,-0.7911,-0.0555
Prom1,-0.0517,-0.5820
Prom1,-0.3703,-0.7483
Prom1,0.181,0.5970
Prom1,-0.6407,-0.6882
Prom1,1.2668,2.2208
Prom1,-0.072,-0.2511
Prom1,-0.501,-0.3363
Prom1,-0.6189,-0.5201
Prom1,-0.6134,-0.6735
Prom1,3.5968,3.0864
Prom1,-0.6912,-0.5423
Prom1,-0.7329,-0.8770
Prom1,0.4399,0.0838
Prom1,-0.6615,-0.9688
Prom1,0.3919,-0.4194
Prom1,0.1939,0.0982
Prom1,-0.7242,-0.4869
Prom1,-0.5858,-0.6696
Prom1,-0.3978,-0.1191
Prom1,-0.6141,-0.8820
Prom1,-0.3896,-0.1955
Prom1,-0.3966,-0.4332
Prom1,-0.7921,0.1749
Prom1,-0.7034,-0.9323
Prom1,-0.6041,-0.0151
Prom1,-0.3485,-0.3804
Prom1,-0.7462,-0.8871
Prom1,-0.5678,-0.8224
Prom1,-0.07,-0.5255
Prom1,-0.7882,-0.3527
Prom1,-0.7519,-0.4528
Prom1,-0.5589,-0.3400
Prom1,-0.9091,-0.0783
Prom1,-0.1223,-0.0913
Prom1,-0.6626,-0.5331
Prom1,-1.0217,-0.9709
Prom1,-0.5459,-0.8589
Prom1,-0.4125,-0.8813
Prom1,-0.7732,-0.7658
Prom1,-0.7361,-0.4022
Prom1,-0.8427,-0.7539
Prom1,-0.8766,-0.6173
Prom1,0.5639,0.6587
Prom1,-0.3315,0.1462
Prom1,-0.858,-0.8390
Prom1,-0.4946,-0.7000
Prom1,-0.1977,-0.0953
Prom1,-0.7808,-0.4674
Prom1,-0.8736,-0.8355
Prom1,-0.4996,-0.9716
Prom1,-0.8829,-0.6204
Prom1,0.3526,1.6130
Prom1,-0.4049,-0.8044
Prom1,-1.0003,-0.6388
Prom1,-0.8986,-0.8152
Prom1,-0.1316,-0.6048
Prom1,-0.7122,-0.6517
Prom1,-0.7871,-0.8892
Prom1,-0.0449,0.8047
Prom1,-1.0762,-0.6466
Prom1,-0.2581,-0.3491
Prom1,-0.5594,-0.8517
Prom1,-0.7708,-0.7710
Prom1,-0.7663,-0.4958
Prom1,-0.9148,-0.8968
Prom1,-0.5189,-0.8496
Prom1,0.0237,-0.2143
Prom1,-0.4871,-0.5829
Prom1,2.1424,2.3358
Prom1,-0.57,-0.8439
Prom1,-0.6263,-0.3799
Prom1,-1.0969,-0.1974
Prom1,-0.3145,-0.2689
Prom1,0.1344,-0.9631
Prom1,-0.8368,-0.6477
Prom1,-0.5379,-0.4777
Prom1,-0.5607,-0.9206
Prom1,-0.393,-0.5124
Prom1,-0.4689,-0.8271
Prom1,-0.6477,0.0350
Prom1,-0.6098,1.5300
Prom1,-0.7254,-0.8476
Prom1,-0.1538,-0.8685
Prom1,-0.8291,-0.6125
Prom1,0.9425,-0.6483
Prom1,-0.9021,-0.6881
Prom1,-0.8592,-0.5137
Prom1,-0.7377,-0.5169
Prom1,-0.9518,-0.7916
Prom1,-0.3016,0.1027
Prom1,-0.9682,-0.7953
Prom1,-0.521,-0.5289
Prom1,-0.716,-0.3750
Prom1,-1.1548,0.4924
Prom1,-0.3002,-0.2084
Prom1,-0.5054,-1.0986
Prom1,-0.5659,-0.5094
Prom1,-0.8298,-0.9104
Prom1,-0.6584,-0.6482
Prom1,-0.7757,-0.9386
Prom1,-0.3072,-0.9043
Prom1,-0.917,-1.0493
Prom1,-0.9221,-0.8133
Prom1,-0.4379,-0.4605
Prom1,-0.7737,-0.0194
Prom1,-0.4734,-0.8377
Prom1,1.3644,-0.1155
Prom1,-0.6133,-0.8874
Prom1,-0.7648,-0.8587
Prom1,-0.0012,-1.0870
Prom1,-0.2891,-0.9608
Prom1,-0.2182,0.7007
Prom1,0.4561,0.3268
Prom1,-0.5674,-0.8182
Prom1,-0.7131,-0.5189
Prom1,-1.0706,1.0370
Prom1,0.5152,1.1864
Prom1,1.95,-0.6696
Prom1,-0.6781,-1.1507
Prom1,2.6009,0.0023
Prom1,-0.5096,0.5148
Prom1,-0.835,-0.9235
Prom1,-0.5987,-1.0464
Prom1,-0.8895,0.0445
Prom1,0.527,1.2593
Prom1,0.1318,0.0339
Prom1,-0.8776,-0.7656
Prom1,0.3281,-0.1307
Prom1,-0.9281,-0.7310
Prom1,-0.1894,-1.1055
Prom1,-0.6751,-0.4924
Prom1,-0.9052,-0.4494
Prom1,-0.9424,-0.6237
Prom1,-0.9061,-0.9232
Prom1,0.5827,1.2333
Prom1,-0.6583,-0.6453
Prom2,0.8548,0.2759
Prom2,-0.5602,-0.5179
Prom2,-0.6357,-0.0039
Prom2,0.4685,0.9129
Prom2,-0.6122,-0.7937
Prom2,-0.9618,-0.7434
Prom2,-0.3877,-0.8576
Prom2,-0.8349,-0.3699
Prom2,-0.7914,-0.4957
Prom2,0.4018,-0.7029
Prom2,-0.8811,-0.6246
Prom2,-0.7462,-0.7021
Prom2,-0.561,-0.5248
Prom2,-0.5075,-0.7625
Prom2,-0.4958,-0.9580
Prom2,-0.0544,-0.5076
Prom2,-0.2421,-0.3023
Prom2,-0.486,-0.4167
Prom2,-0.5396,-0.2952
Prom2,-0.6227,-0.7136
Prom2,-0.103,-0.6376
Prom2,0.2559,0.0455
Prom2,-0.437,-0.9024
Prom2,-0.8941,-0.4343
Prom2,-0.7437,-0.5892
Prom2,-1.0834,2.1210
Prom2,-0.4799,-0.5709
Prom2,-0.5464,-1.1596
Prom2,-0.5007,-0.8326
Prom2,-0.5237,-0.4743
Prom2,-0.3542,-0.0744
Prom2,-0.131,0.0041
Prom2,-0.655,-0.4506
Prom2,-0.3381,-0.4825
Prom2,-0.5721,-0.9783
Prom2,-0.1741,2.1798
Prom2,-0.526,-0.7263
Prom2,-0.4131,-0.6108
Prom2,-0.2889,-0.3036
Prom2,-0.9277,-0.9873
Prom2,-0.2537,0.7943
Prom2,-0.4149,-0.8667
Prom2,1.1269,0.9208
Prom2,-0.9045,-0.8772
Prom2,-0.5898,-0.3730
Prom2,-1.0278,-0.5943
Prom2,-0.489,-0.3286
Prom2,-0.1109,-0.3598
Prom2,-0.3583,-0.7075
Prom2,0.521,0.4168
Prom2,-0.6691,-0.7265
Prom2,0.2772,0.7164
Prom2,-0.2155,-0.4858
Prom2,-0.5358,-0.4433
Prom2,-0.6452,-0.5410
Prom2,-0.6341,-0.6735
Prom2,2.127,2.8248
Prom2,-0.6912,-0.5423
Prom2,0.2987,-0.5017
Prom2,0.2615,0.9641
Prom2,-0.6615,-0.9185
Prom2,-0.2665,-0.4401
Prom2,0.0112,-0.1469
Prom2,-0.7195,-0.4869
Prom2,-0.6291,-0.6543
Prom2,-0.2586,-1.5081
Prom2,-0.5879,-0.7929
Prom2,-0.4877,-0.4754
Prom2,0.1239,2.0480
Prom2,-0.7921,0.6995
Prom2,-0.0753,-0.9323
Prom2,-0.5798,-0.2696
Prom2,-0.2469,-0.3804
Prom2,-0.7767,-0.6875
Prom2,-0.4676,-1.6075
Prom2,-0.1454,-1.0160
Prom2,-0.8868,-0.5379
Prom2,-0.6879,-0.4528
Prom2,-0.7937,-0.6255
Prom2,-0.9091,-1.1745
Prom2,-0.483,-0.3651
Prom2,-0.6391,-0.6296
Prom2,-0.9643,-0.8909
Prom2,-0.4958,-0.7134
Prom2,-0.4151,-0.8813
Prom2,-0.8438,-0.7658
Prom2,-0.7959,-0.4056
Prom2,-0.966,-0.5256
Prom2,-0.9858,-0.6328
Prom2,-0.3782,-0.2691
Prom2,-0.445,-0.4933
Prom2,-0.9477,-0.8615
Prom2,-0.4791,-0.7306
Prom2,0.3491,0.8829
Prom2,-0.8148,-0.5077
Prom2,-0.8736,-0.8742
Prom2,-0.4996,-0.9716
Prom2,0.0808,1.2126
Prom2,-0.4267,1.6130
Prom2,-0.2344,-0.8044
Prom2,-0.3636,-0.6879
Prom2,-0.8986,-0.7674
Prom2,0.7895,-0.6048
Prom2,-0.6931,-0.6418
Prom2,-0.801,-0.9279
Prom2,0.7523,1.0106
Prom2,-0.995,-0.7149
Prom2,0.9464,-1.1637
Prom2,-0.525,-0.5887
Prom2,-0.8027,-0.5551
Prom2,-0.7,-0.5911
Prom2,-0.8457,-0.6440
Prom2,-0.3821,-0.8496
Prom2,-0.0617,-0.4512
Prom2,-0.4719,-0.6503
Prom2,-0.6695,-0.4333
Prom2,-0.5121,-0.8439
Prom2,-0.6306,-0.3799
Prom2,-1.0029,-0.7045
Prom2,-0.3145,-0.2689
Prom2,0.2395,-0.8538
Prom2,-0.8368,-0.6477
Prom2,-0.5379,-0.3927
Prom2,-0.5607,-0.8199
Prom2,-0.393,-0.5124
Prom2,-0.4689,-0.8271
Prom2,2.5529,0.0350
Prom2,-0.6098,1.5300
Prom2,-0.7916,-0.9655
Prom2,-0.1538,0.3209
Prom2,-0.841,-0.6125
Prom2,0.7292,-0.6933
Prom2,-0.7926,-0.9714
Prom2,-0.7926,-0.5000
Prom2,-0.7561,-0.4365
Prom2,-0.7321,0.1583
Prom2,-0.0705,-0.0995
Prom2,-1.0604,-0.8561
Prom2,-0.5069,-0.6627
Prom2,-0.716,-0.3750
Prom2,-1.1548,0.4924
Prom2,-0.3002,0.1283
Prom2,-0.4307,-1.0119
Prom2,-0.5476,-0.5094
Prom2,-0.8298,-0.9104
Prom2,-0.6472,-0.6638
Prom2,-0.9228,-0.7770
Prom2,-0.5006,-0.7875
Prom2,-1.1577,-1.0493
Prom2,-0.9221,-0.8133
Prom2,-0.3953,-0.9786
Prom2,-0.7537,-0.0194
Prom2,-0.4734,-0.8377
Prom2,0.6656,-0.1155
Prom2,-0.6054,-0.9456
Prom2,-0.8169,-0.8376
Prom2,-0.4813,-1.0870
Prom2,0.3091,-0.9608
Prom2,-0.2182,-0.7707
Prom2,-0.7412,1.4707
Prom2,-0.5674,-0.7354
Prom2,-0.2593,1.2973
Prom2,-0.1712,-0.8567
Prom2,0.7206,1.4362
Prom2,-0.7206,-0.6696
Prom2,-0.6781,-0.3269
Prom2,0.2767,-0.6139
Prom2,-0.5096,-0.8365
Prom2,-0.9055,-0.9235
Prom2,-0.5368,-0.8485
Prom2,1.186,-0.8890
Prom2,-0.8563,-1.1448
Prom2,0.4229,0.0473
Prom2,-0.8776,-0.7656
Prom2,0.527,0.8808
Prom2,-0.8742,-0.7310
Prom2,0.2151,-1.1055
Prom2,-0.6777,-0.5030
Prom2,0.1978,-0.8054
Prom2,-0.9424,-0.6237
Prom2,-0.8291,-0.8265
Prom2,0.3663,2.3199
Prom2,-0.574,-0.6133
Prom3,-0.1208,0.8707
Prom3,-0.5442,-0.6444
Prom3,-0.6357,-0.4952
Prom3,-0.7294,-0.1826
Prom3,-0.6522,-0.7937
Prom3,-0.9816,-0.7596
Prom3,-0.3883,-0.8576
Prom3,-0.8349,-0.3569
Prom3,-0.8097,-0.4957
Prom3,-0.2412,-0.7029
Prom3,-1.0279,-1.0570
Prom3,-0.6946,-0.6500
Prom3,-0.3199,-0.8632
Prom3,-0.5058,-0.5665
Prom3,-0.4848,-0.9580
Prom3,-0.3234,-0.5076
Prom3,-0.2671,-0.2302
Prom3,-0.4661,-0.4167
Prom3,-0.5428,-0.2917
Prom3,-0.6616,-0.8016
Prom3,-0.1379,-0.7728
Prom3,1.8683,0.0455
Prom3,-0.4997,-0.8343
Prom3,-0.8941,-0.4614
Prom3,-0.1444,-0.5892
Prom3,-0.5285,-0.2705
Prom3,-0.5017,-0.8764
Prom3,-0.849,0.0225
Prom3,-0.4957,-0.7917
Prom3,-0.5829,-0.4606
Prom3,-0.3542,-0.0744
Prom3,-0.6044,-0.2543
Prom3,-0.6532,-0.4386
Prom3,-0.3861,0.3860
Prom3,-0.5362,-0.7729
Prom3,-0.4783,0.2273
Prom3,-0.5075,-0.7045
Prom3,-0.3775,-0.8211
Prom3,-0.6205,-0.3574
Prom3,-0.3666,-1.0494
Prom3,-1.2227,1.8972
Prom3,-0.5223,-0.6847
Prom3,-0.8452,0.9208
Prom3,-0.8573,-0.9684
Prom3,-0.6358,-0.3730
Prom3,-0.8222,-0.8637
Prom3,-0.8919,1.1358
Prom3,-0.3279,-0.3598
Prom3,-0.3543,-0.7483
Prom3,1.0001,-0.2268
Prom3,-0.6407,-0.6882
Prom3,0.8012,0.9253
Prom3,-0.5153,-0.5970
Prom3,-0.487,-0.4076
Prom3,-0.6365,-0.5253
Prom3,-0.6341,-0.6735
Prom3,0.453,0.4124
Prom3,-0.4612,-0.5423
Prom3,-0.008,0.4820
Prom3,0.4399,1.4043
Prom3,-0.6615,-0.9185
Prom3,-0.5956,-0.5024
Prom3,-0.4066,-0.3511
Prom3,-0.7102,-0.4869
Prom3,-0.6183,-0.6696
Prom3,-0.3978,-0.9525
Prom3,-0.6664,-0.6594
Prom3,-0.4737,-0.2888
Prom3,1.165,-0.4332
Prom3,-0.7921,-0.8744
Prom3,0.2271,-0.9323
Prom3,-0.5313,-0.3968
Prom3,-0.3349,-0.4192
Prom3,-0.8684,-0.7540
Prom3,-0.5344,-1.6075
Prom3,-0.1705,0.2102
Prom3,-0.8868,-0.6305
Prom3,-0.7427,-0.4528
Prom3,-0.5589,-0.9111
Prom3,-0.9091,-0.6264
Prom3,-0.7083,-0.3651
Prom3,-0.7098,-0.5331
Prom3,-0.9643,-0.8909
Prom3,-0.4582,-0.5680
Prom3,-0.4071,-0.8813
Prom3,-0.9144,-0.7658
Prom3,-0.9156,-0.4056
Prom3,-1.0277,-0.9062
Prom3,-0.9312,-0.6328
Prom3,-0.1397,0.4900
Prom3,-0.4828,-0.4933
Prom3,-0.9298,-0.8615
Prom3,-0.4675,-0.7153
Prom3,0.4003,1.2924
Prom3,-0.7129,-0.5077
Prom3,-0.8535,-0.9129
Prom3,-0.525,-0.8940
Prom3,0.416,1.2126
Prom3,0.3526,-0.2016
Prom3,-0.0882,-0.8044
Prom3,-0.1514,-0.4422
Prom3,-0.8986,-0.7993
Prom3,1.2501,-0.6048
Prom3,-0.6868,-0.6443
Prom3,-0.7732,-0.9279
Prom3,0.6475,0.5989
Prom3,-1.0762,-0.8172
Prom3,0.9464,1.2800
Prom3,-0.5422,-0.5887
Prom3,-0.7708,0.3084
Prom3,-0.7221,-0.5593
Prom3,-0.7766,-0.8968
Prom3,-0.378,-0.8137
Prom3,-0.4174,-0.4512
Prom3,-0.5539,-0.6503
Prom3,-0.6695,0.3579
Prom3,-0.5121,-0.8439
Prom3,-0.6263,-0.3848
Prom3,-1.0029,-0.8238
Prom3,0.4193,-0.2689
Prom3,-0.409,-0.8538
Prom3,-0.8368,-0.6477
Prom3,-0.5379,-0.3927
Prom3,-0.5363,-1.0213
Prom3,-0.5466,-0.5948
Prom3,-0.4711,-0.8271
Prom3,0.9526,2.2421
Prom3,0.3587,-0.6707
Prom3,-0.8579,-0.8476
Prom3,1.6933,-0.4720
Prom3,-0.8291,-0.6091
Prom3,-0.1239,-0.6933
Prom3,-0.7926,-0.9714
Prom3,-0.9258,-0.5274
Prom3,-0.7929,-0.4365
Prom3,0.5858,-0.3166
Prom3,-0.3941,-0.2343
Prom3,-0.9375,-0.9170
Prom3,-0.3525,-0.7296
Prom3,-0.716,-0.3995
Prom3,-1.1548,1.2309
Prom3,1.5008,0.9699
Prom3,-0.3375,-0.7517
Prom3,-0.5108,-0.3879
Prom3,-0.9367,-0.9104
Prom3,-0.6396,-0.6482
Prom3,-0.8492,-0.6962
Prom3,-0.6237,-0.7875
Prom3,-0.1947,-0.6172
Prom3,-0.9221,-0.8133
Prom3,-0.3739,-0.8059
Prom3,-0.8137,-0.2227
Prom3,-0.4734,-0.8377
Prom3,-0.0333,-0.1155
Prom3,-0.5897,-1.0038
Prom3,-0.8638,-0.8376
Prom3,-0.0012,-1.0870
Prom3,0.5972,-0.9608
Prom3,-0.2182,-0.7707
Prom3,-0.7412,-0.2451
Prom3,-0.5753,-0.8182
Prom3,-0.7131,-0.5189
Prom3,0.2784,-0.8567
Prom3,0.6179,1.2697
Prom3,-0.7206,-0.6696
Prom3,-0.6781,-0.8761
Prom3,-0.3044,-0.7864
Prom3,-0.5096,0.5148
Prom3,-0.9055,-0.8705
Prom3,-0.6297,-1.0464
Prom3,0.1482,-0.8890
Prom3,-0.8563,-1.1448
Prom3,0.4714,-0.1540
Prom3,0.54,0.5742
Prom3,-0.1522,0.1583
Prom3,-0.9281,-0.6957
Prom3,0.3499,-0.4485
Prom3,-0.6564,-0.5345
Prom3,1.2358,1.6575
Prom3,-0.8512,-0.6237
Prom3,-0.9061,-0.8265
Prom3,0.0712,1.5955
Prom3,-0.4897,-0.3257
Prom4,-0.2672,0.9649
Prom4,-0.5362,-0.5812
Prom4,0.0001,-0.5771
Prom4,-0.815,3.1038
Prom4,-0.5723,-0.7937
Prom4,-0.6857,-0.7273
Prom4,-0.3883,-0.8576
Prom4,-0.8349,-0.3959
Prom4,-0.8097,-0.4767
Prom4,-0.351,-0.5609
Prom4,-0.8076,-0.9129
Prom4,-0.7462,-0.5979
Prom4,-0.2975,-0.8632
Prom4,-0.457,-0.5991
Prom4,-0.4848,-0.7405
Prom4,-0.3234,-0.5076
Prom4,-0.3169,-0.3744
Prom4,-0.3667,-0.4167
Prom4,-0.5332,-0.2987
Prom4,-0.6292,-0.8016
Prom4,-0.2033,-0.8179
Prom4,-0.2815,0.5227
Prom4,-0.437,-0.9024
Prom4,-0.7932,-0.4886
Prom4,0.0222,-0.4691
Prom4,-1.0834,-0.5694
Prom4,-0.4799,-1.0292
Prom4,-0.8451,-0.6868
Prom4,-0.5007,-0.8326
Prom4,-0.6539,-0.4743
Prom4,-0.3542,-0.8551
Prom4,-0.6044,-0.4265
Prom4,-0.6603,-0.4566
Prom4,-0.3621,-0.4825
Prom4,-0.5721,-0.9783
Prom4,-0.1741,0.0103
Prom4,-0.519,-0.6610
Prom4,-0.3181,-0.8211
Prom4,-0.4783,-0.3305
Prom4,-0.3666,-0.8011
Prom4,-1.2227,1.4147
Prom4,-0.67,-0.6847
Prom4,2.4416,-0.6058
Prom4,-0.8573,-0.8772
Prom4,-0.6243,-0.3599
Prom4,-0.7708,-0.6841
Prom4,-0.7911,1.5329
Prom4,-0.4857,-0.5820
Prom4,-0.3583,-0.6667
Prom4,0.2274,-0.4328
Prom4,-0.6407,-0.6498
Prom4,0.3354,0.3403
Prom4,-0.5675,-0.6093
Prom4,-0.4591,-0.3541
Prom4,-0.6365,-0.5253
Prom4,-0.6341,-0.6735
Prom4,-0.2819,-0.0817
Prom4,-0.6912,-0.5423
Prom4,0.6333,0.6761
Prom4,0.5739,1.8444
Prom4,-0.6159,-0.8683
Prom4,-0.5956,-0.5335
Prom4,-0.4587,-0.3307
Prom4,-0.6962,-0.4869
Prom4,-0.6183,-0.6848
Prom4,-0.6298,-0.6747
Prom4,-0.5617,-0.8375
Prom4,-0.5157,-0.8485
Prom4,1.6856,-0.4332
Prom4,-0.7921,-0.8744
Prom4,-0.1451,-0.9323
Prom4,-0.6041,-0.7785
Prom4,-0.4026,-0.4192
Prom4,-0.8073,-0.9536
Prom4,-0.501,-0.4299
Prom4,0.3447,0.4554
Prom4,-0.8868,-0.7230
Prom4,-0.7793,-0.4300
Prom4,-0.7937,-0.9111
Prom4,0.0957,-0.0783
Prom4,-0.4379,-0.3651
Prom4,-0.6626,-0.4366
Prom4,-0.9643,-0.6511
Prom4,-0.5208,-0.4952
Prom4,-0.4098,-0.8813
Prom4,-0.9144,-0.6860
Prom4,-0.9156,-0.4056
Prom4,-0.8427,-0.9062
Prom4,-0.9858,-0.6328
Prom4,0.0988,0.5533
Prom4,-0.445,0.0183
Prom4,-0.9118,-0.9065
Prom4,-0.483,-0.7000
Prom4,-0.1806,0.3597
Prom4,-0.8489,-0.5077
Prom4,-0.8535,-0.9129
Prom4,-0.5758,-0.9716
Prom4,-0.003,0.0625
Prom4,-0.4267,-0.8065
Prom4,-0.673,-0.6764
Prom4,-0.788,-0.5405
Prom4,-0.885,-0.8470
Prom4,0.7895,-0.6048
Prom4,-0.6931,-0.6493
Prom4,-0.7732,-0.8892
Prom4,0.0599,-0.0186
Prom4,-0.8327,-0.7490
Prom4,-0.2581,0.8727
Prom4,-0.525,-0.3914
Prom4,-0.739,-0.5551
Prom4,-0.7221,-0.6545
Prom4,-0.7075,-0.7704
Prom4,-0.4867,-0.8496
Prom4,-0.1328,-0.4850
Prom4,-0.4932,-0.6098
Prom4,-0.1071,-0.4333
Prom4,-0.5411,-0.8439
Prom4,-0.622,-0.3783
Prom4,-1.0029,-0.7940
Prom4,0.4193,-0.6011
Prom4,-0.2337,-0.8538
Prom4,-0.8368,-0.6477
Prom4,-0.478,-0.5627
Prom4,-0.5241,-1.0213
Prom4,-0.9305,-0.4712
Prom4,-0.4718,-0.8271
Prom4,-0.6477,0.7707
Prom4,1.4351,-0.6707
Prom4,-0.9904,-0.8476
Prom4,2.3858,-0.0755
Prom4,-0.8291,-0.6091
Prom4,-0.5505,-0.5585
Prom4,-0.9021,-0.9714
Prom4,-0.9258,-0.5000
Prom4,-0.7929,-0.3561
Prom4,-0.7321,-0.3166
Prom4,-0.2555,-0.3354
Prom4,-0.9375,-0.9170
Prom4,-0.1886,-0.9303
Prom4,-0.716,-0.3750
Prom4,-1.1548,-0.2462
Prom4,1.5008,1.4749
Prom4,-0.5054,-0.7517
Prom4,-0.4374,-0.3879
Prom4,-0.9367,-0.9104
Prom4,-0.6133,-0.6170
Prom4,-0.7389,-0.9386
Prom4,-0.7644,-0.9043
Prom4,-0.6762,-0.6172
Prom4,-0.9221,-0.8133
Prom4,-0.3846,-0.9786
Prom4,-0.7537,-0.0194
Prom4,-0.4734,0.4189
Prom4,2.0632,-0.1155
Prom4,-0.5975,-0.9456
Prom4,-0.8742,-0.8692
Prom4,0.0247,-0.5682
Prom4,0.2427,-0.9608
Prom4,-0.2182,-0.7707
Prom4,2.252,0.3268
Prom4,-0.5753,-0.8182
Prom4,-0.7131,0.0865
Prom4,-0.6209,0.5636
Prom4,0.9261,1.5028
Prom4,-0.7206,-0.6696
Prom4,-0.5125,-0.6015
Prom4,-0.8854,-0.5153
Prom4,1.2741,0.5148
Prom4,-0.9055,-0.8705
Prom4,-0.7226,-0.8485
Prom4,-0.8895,-0.8890
Prom4,1.9102,-0.3434
Prom4,-0.1109,-0.3822
Prom4,0.54,0.5742
Prom4,-0.467,-0.7088
Prom4,-0.9281,-0.6604
Prom4,-0.2568,-0.6675
Prom4,-0.6511,-0.5345
Prom4,1.6467,1.6872
Prom4,-1.0336,-0.6237
Prom4,-0.9447,-0.8265
Prom4,-0.4206,0.1466
Prom4,-0.4054,0.1218
Prom5,-0.511,-0.0359
Prom5,-0.5362,-0.6444
Prom5,0.0001,-0.6590
Prom5,-0.7294,1.4606
Prom5,-0.732,-0.7507
Prom5,-0.7252,-0.7596
Prom5,-0.3874,-0.8576
Prom5,-0.8349,-0.3569
Prom5,-0.8005,-0.4862
Prom5,-0.3823,-0.8448
Prom5,-0.8811,-1.0570
Prom5,-0.7462,-0.7021
Prom5,-0.4538,-0.9009
Prom5,-0.4671,-0.7952
Prom5,-0.4958,-0.5230
Prom5,-0.4003,-0.4644
Prom5,-0.3667,-0.5187
Prom5,-0.4661,-0.3226
Prom5,-0.5348,-0.2987
Prom5,-0.5903,-0.8016
Prom5,-0.2403,-0.8179
Prom5,-0.819,-0.4318
Prom5,-0.437,-0.7661
Prom5,-0.8941,-0.4343
Prom5,-0.2442,-0.7094
Prom5,-1.0834,-0.8683
Prom5,-0.4471,-0.8001
Prom5,-0.5193,-0.9232
Prom5,-0.4987,-0.8326
Prom5,-0.6776,-0.4743
Prom5,-0.291,-0.8551
Prom5,-0.4149,-0.3691
Prom5,-0.6532,-0.4626
Prom5,-0.3381,-0.7719
Prom5,-0.608,0.2544
Prom5,-0.7828,-0.6405
Prom5,-0.5213,-0.6828
Prom5,-0.3299,-0.6108
Prom5,-0.6679,-0.4112
Prom5,0.0922,-0.4907
Prom5,-0.2537,0.8633
Prom5,-0.7237,-0.8667
Prom5,1.1269,-1.1146
Prom5,-0.9516,-0.7860
Prom5,-0.6243,-0.3468
Prom5,-0.925,-0.5045
Prom5,-0.7911,0.5401
Prom5,-0.6041,-0.6932
Prom5,-0.3824,-0.6259
Prom5,-0.0199,-0.4842
Prom5,-0.6122,-0.7265
Prom5,0.2189,0.1313
Prom5,-0.6587,-0.5846
Prom5,-0.5916,-0.4076
Prom5,-0.5925,-0.5514
Prom5,-0.6272,-0.6735
Prom5,-0.4452,-0.3723
Prom5,-0.6401,0.5423
Prom5,0.494,0.2490
Prom5,-0.6313,0.9641
Prom5,-0.6159,-0.9185
Prom5,-0.6614,-0.5231
Prom5,-0.4587,-0.4328
Prom5,-0.6775,-0.4869
Prom5,-0.5966,-0.6848
Prom5,-0.6762,-0.1191
Prom5,-0.6141,-0.6148
Prom5,-0.5858,-1.0351
Prom5,0.1239,-0.4332
Prom5,-0.7921,-0.8744
Prom5,0.2038,-0.8803
Prom5,-0.5556,-0.7149
Prom5,-0.5177,-0.4192
Prom5,-0.7462,-0.8205
Prom5,-0.501,-0.4299
Prom5,0.1939,0.4554
Prom5,-0.7882,-0.7230
Prom5,-0.8158,-0.4148
Prom5,-0.5589,-1.1967
Prom5,0.0957,0.4698
Prom5,-0.3477,-0.6390
Prom5,-0.5448,-0.5331
Prom5,-0.9643,-0.4911
Prom5,-0.596,-0.9316
Prom5,-0.4098,-0.8813
Prom5,-0.985,-0.6062
Prom5,-0.8757,-0.4056
Prom5,-0.9043,-0.9823
Prom5,-0.9858,-0.6328
Prom5,-0.2112,-0.1320
Prom5,-0.5207,0.5299
Prom5,-0.8939,-0.8840
Prom5,-0.4481,-0.6848
Prom5,-0.5395,0.1549
Prom5,-0.4747,-0.4272
Prom5,-0.8736,-0.7967
Prom5,-0.4996,-0.8940
Prom5,-0.1287,-0.4048
Prom5,1.1318,-0.8065
Prom5,-0.7217,-0.8684
Prom5,-0.788,-0.3931
Prom5,-0.9123,-0.8470
Prom5,1.7107,-0.6048
Prom5,-0.7185,-0.6567
Prom5,-0.801,-0.8506
Prom5,-0.4436,-0.4509
Prom5,-0.995,-0.5102
Prom5,0.9464,1.2800
Prom5,-0.4562,-0.6545
Prom5,-0.8027,-0.7710
